Domain,StartTime,StartDay,StartHour,PingOutput
ilovepdf.com,16:59.0,15,23,28
es.wikipedia.org,16:59.0,15,23,34
milliyet.com.tr,16:59.1,15,23,158
dictionary.com,16:59.3,15,23,8
flipkart.com,16:59.3,15,23,232
milliyet.com.tr,16:59.6,15,23,160
goal.com,16:59.7,15,23,Request timed out
epfindia.gov.in,17:03.4,15,23,Request timed out
hurriyet.com.tr,17:07.4,15,23,160
aliexpress.com,17:07.6,15,23,116
brainly.co.id,17:07.7,15,23,14
omegle.com,17:07.8,15,23,13
amazon.es,17:07.8,15,23,110
indiatimes.com,17:07.9,15,23,4
dailymotion.com,17:08.0,15,23,106
youtube.com,17:08.1,15,23,14
nih.gov,17:08.1,15,23,Request timed out
es.wikipedia.org,17:11.9,15,23,35
linkedin.com,17:12.0,15,23,9
m.wikipedia.org,17:12.0,15,23,34
amazon.it,17:12.0,15,23,111
fr.wikipedia.org,17:12.2,15,23,35
americanas.com.br,17:12.2,15,23,Request timed out
pinterest.com,17:15.9,15,23,5
indeed.com,17:16.0,15,23,15
twitter.com,17:16.0,15,23,40
investing.com,17:16.0,15,23,12
allegro.pl,17:16.1,15,23,142
canva.com,17:16.4,15,23,14
booking.com,17:16.4,15,23,Request timed out
aliexpress.com,17:19.9,15,23,117
amazon.es,17:20.1,15,23,110
homedepot.com,17:20.2,15,23,14
cnn.com,17:20.2,15,23,4
en.wikipedia.org,17:20.3,15,23,34
ilovepdf.com,17:20.3,15,23,16
amazon.in,17:20.3,15,23,111
brainly.co.id,17:20.5,15,23,13
canva.com,17:20.5,15,23,13
en.wikipedia.org,17:20.5,15,23,35
investing.com,17:20.6,15,23,12
investing.com,17:20.6,15,23,12
finance.yahoo.com,17:20.6,15,23,Request timed out
merriam-webster.com,17:24.4,15,23,4
medlineplus.gov,17:24.5,15,23,17
indiatimes.com,17:24.5,15,23,3
ikea.com,17:24.6,15,23,13
brainly.co.id,17:24.6,15,23,16
espncricinfo.com,17:24.6,15,23,Request timed out
m.wikipedia.org,17:28.4,15,23,34
ebay.co.uk,17:28.5,15,23,Request timed out
investopedia.com,17:32.4,15,23,9
ebay.com,17:32.5,15,23,Request timed out
fandom.com,17:36.4,15,23,5
en.wikipedia.org,17:36.5,15,23,35
es.wikipedia.org,17:36.5,15,23,36
ebay.com,17:36.6,15,23,Request timed out
kompas.com,17:40.4,15,23,Request timed out
