Domain,StartTime,StartDay,StartHour,PingOutput
collinsdictionary.com,15:29.2,13,17,13
ebay.co.uk,15:29.2,13,17,Request timed out
apple.com,15:33.1,13,17,3
twitter.com,15:33.1,13,17,41
youtube.com,15:33.2,13,17,13
espn.com,15:33.2,13,17,3
finance.yahoo.com,15:33.3,13,17,Request timed out
ebay.com,15:37.1,13,17,Request timed out
facebook.com,15:41.1,13,17,4
finance.yahoo.com,15:41.2,13,17,Request timed out
ja.wikipedia.org,15:45.1,13,17,34
magazineluiza.com.br,15:45.2,13,17,4
amazon.es,15:45.2,13,17,111
it.wikipedia.org,15:45.4,13,17,32
it.wikipedia.org,15:45.4,13,17,34
mayoclinic.org,15:45.4,13,17,Request timed out
craigslist.org,15:49.1,13,17,31
microsoft.com,15:49.2,13,17,Request timed out
ar.wikipedia.org,15:53.1,13,17,34
ar.wikipedia.org,15:53.2,13,17,32
globo.com,15:53.2,13,17,143
cdc.gov,15:53.5,13,17,Request timed out
mail.ru,15:57.1,13,17,250
bbc.co.uk,15:57.5,13,17,3
cookpad.com,15:57.6,13,17,4
bbc.com,15:57.6,13,17,4
india.com,15:57.6,13,17,14
amazon.es,15:57.7,13,17,111
dailymail.co.uk,15:57.8,13,17,14
dailymail.co.uk,15:57.8,13,17,14
booking.com,15:57.9,13,17,Request timed out
investopedia.com,16:01.6,13,17,5
magazineluiza.com.br,16:01.6,13,17,5
amazon.de,16:01.7,13,17,109
nih.gov,16:01.9,13,17,Request timed out
es.wikipedia.org,16:05.6,13,17,34
medicalnewstoday.com,16:05.7,13,17,5
byjus.com,16:05.7,13,17,15
kinopoisk.ru,16:05.8,13,17,157
mayoclinic.org,16:06.1,13,17,Request timed out
cricbuzz.com,16:09.6,13,17,254
amazon.co.uk,16:10.0,13,17,111
amazon.com,16:10.1,13,17,37
cnn.com,16:10.1,13,17,4
pinterest.com,16:10.2,13,17,4
onet.pl,16:10.2,13,17,3
amazon.in,16:10.2,13,17,110
ja.wikipedia.org,16:10.3,13,17,33
medlineplus.gov,16:10.4,13,17,3
nytimes.com,16:10.4,13,17,3
nytimes.com,16:10.4,13,17,3
nl.wikipedia.org,16:10.5,13,17,32
m.wikipedia.org,16:10.5,13,17,33
hurriyet.com.tr,16:10.6,13,17,159
instagram.com,16:10.7,13,17,5
ja.wikipedia.org,16:10.8,13,17,37
booking.com,16:10.8,13,17,Request timed out
hurriyet.com.tr,16:14.6,13,17,159
marca.com,16:14.8,13,17,107
en.wikipedia.org,16:14.9,13,17,32
id.wikipedia.org,16:15.0,13,17,32
americanas.com.br,16:15.0,13,17,Request timed out
ilovepdf.com,16:18.6,13,17,14
dailymail.co.uk,16:18.7,13,17,14
espn.com,16:18.7,13,17,4
en.wikipedia.org,16:18.7,13,17,33
accuweather.com,16:18.7,13,17,13
merriam-webster.com,16:18.8,13,17,4
healthline.com,16:18.8,13,17,4
dictionary.com,16:18.9,13,17,5
amazon.de,16:18.9,13,17,109
booking.com,16:19.0,13,17,Request timed out
americanas.com.br,16:22.6,13,17,Request timed out
healthline.com,16:26.6,13,17,5
indeed.com,16:26.7,13,17,14
india.com,16:26.7,13,17,13
clevelandclinic.org,16:26.7,13,17,28
britannica.com,16:26.8,13,17,Request timed out
fr.wikipedia.org,16:30.6,13,17,34
cricbuzz.com,16:30.7,13,17,254
nih.gov,16:30.9,13,17,Request timed out
instagram.com,16:34.6,13,17,4
amazon.it,16:34.6,13,17,113
hotstar.com,16:34.8,13,17,4
it.wikipedia.org,16:34.8,13,17,33
ebay.com,16:34.9,13,17,Request timed out
cricbuzz.com,16:38.6,13,17,254
nl.wikipedia.org,16:38.9,13,17,33
hurriyet.com.tr,16:39.0,13,17,159
cdc.gov,16:39.1,13,17,Request timed out
mayoclinic.org,16:43.1,13,17,Request timed out
cnn.com,16:47.1,13,17,4
microsoft.com,16:47.2,13,17,Request timed out
nl.wikipedia.org,16:51.1,13,17,33
amazon.com,16:51.2,13,17,104
byjus.com,16:51.3,13,17,87
mail.ru,16:51.5,13,17,250
indiatimes.com,16:51.8,13,17,13
omegle.com,16:51.8,13,17,14
britannica.com,16:51.9,13,17,Request timed out
amazon.co.jp,16:55.6,13,17,58
cdc.gov,16:55.7,13,17,Request timed out
brainly.co.id,16:59.6,13,17,15
flipkart.com,16:59.7,13,17,233
ar.wikipedia.org,17:00.0,13,17,33
flipkart.com,17:00.0,13,17,232
facebook.com,17:00.3,13,17,4
allegro.pl,17:00.3,13,17,145
amazon.co.jp,17:00.5,13,17,56
apple.com,17:00.5,13,17,8
healthline.com,17:00.5,13,17,3
clevelandclinic.org,17:00.5,13,17,28
id.wikipedia.org,17:00.6,13,17,33
americanas.com.br,17:00.6,13,17,Request timed out
id.wikipedia.org,17:04.6,13,17,33
healthline.com,17:04.7,13,17,4
bbc.com,17:04.7,13,17,3
craigslist.org,17:04.7,13,17,30
healthline.com,17:04.8,13,17,3
dailymotion.com,17:04.8,13,17,109
it.wikipedia.org,17:04.9,13,17,33
nike.com,17:05.0,13,17,4
mail.yahoo.com,17:05.0,13,17,Request timed out
omegle.com,17:08.6,13,17,14
epfindia.gov.in,17:08.7,13,17,Request timed out
id.wikipedia.org,17:12.6,13,17,34
onet.pl,17:12.7,13,17,3
allegro.pl,17:12.7,13,17,143
fandom.com,17:12.9,13,17,4
naver.com,17:12.9,13,17,Request timed out
healthline.com,17:16.6,13,17,5
ikea.com,17:16.6,13,17,15
it.wikipedia.org,17:16.7,13,17,34
investopedia.com,17:16.8,13,17,6
collinsdictionary.com,17:16.8,13,17,14
ilovepdf.com,17:16.8,13,17,13
omegle.com,17:16.9,13,17,13
globo.com,17:16.9,13,17,143
clevelandclinic.org,17:17.2,13,17,27
canva.com,17:17.2,13,17,15
allegro.pl,17:17.3,13,17,144
bestbuy.com,17:17.4,13,17,34
marca.com,17:17.5,13,17,108
aliexpress.com,17:17.7,13,17,116
pinterest.com,17:17.8,13,17,4
mercadolivre.com.br,17:17.9,13,17,4
cookpad.com,17:17.9,13,17,5
cambridge.org,17:17.9,13,17,14
instagram.com,17:18.0,13,17,4
ar.wikipedia.org,17:18.0,13,17,33
es.wikipedia.org,17:18.0,13,17,32
dictionary.com,17:18.1,13,17,6
live.com,17:18.1,13,17,7
id.wikipedia.org,17:18.1,13,17,37
amazon.co.uk,17:18.2,13,17,128
amazon.com,17:18.4,13,17,36
amazon.com,17:18.4,13,17,38
craigslist.org,17:18.5,13,17,31
globo.com,17:18.5,13,17,142
apple.com,17:18.7,13,17,3
amazon.de,17:18.7,13,17,109
canva.com,17:18.8,13,17,14
medlineplus.gov,17:18.9,13,17,4
merriam-webster.com,17:18.9,13,17,3
adobe.com,17:18.9,13,17,5
americanas.com.br,17:19.0,13,17,Request timed out
twitter.com,17:22.6,13,17,43
magazineluiza.com.br,17:22.7,13,17,5
amazon.co.jp,17:22.8,13,17,56
es.wikipedia.org,17:22.8,13,17,33
pinterest.com,17:22.9,13,17,3
medicalnewstoday.com,17:22.9,13,17,4
bbc.com,17:22.9,13,17,3
nike.com,17:23.0,13,17,3
epfindia.gov.in,17:23.0,13,17,Request timed out
aliexpress.com,17:26.6,13,17,116
ebay.co.uk,17:26.8,13,17,Request timed out
nytimes.com,17:30.6,13,17,58
medicalnewstoday.com,17:30.7,13,17,62
bbc.co.uk,17:30.8,13,17,64
dailymotion.com,17:30.9,13,17,109
craigslist.org,17:31.0,13,17,30
dailymotion.com,17:31.0,13,17,108
ilovepdf.com,17:31.2,13,17,13
fr.wikipedia.org,17:31.2,13,17,33
hotstar.com,17:31.2,13,17,3
amazon.fr,17:31.2,13,17,109
investing.com,17:31.4,13,17,15
marca.com,17:31.5,13,17,108
indeed.com,17:31.6,13,17,13
it.wikipedia.org,17:31.6,13,17,34
pinterest.com,17:31.7,13,17,4
ndtv.com,17:31.7,13,17,14
dailymail.co.uk,17:31.8,13,17,14
nytimes.com,17:31.9,13,17,4
investopedia.com,17:31.9,13,17,4
en.wikipedia.org,17:31.9,13,17,34
ja.wikipedia.org,17:31.9,13,17,32
amazon.co.jp,17:32.0,13,17,55
espn.com,17:32.1,13,17,4
cambridge.org,17:32.1,13,17,14
dailymotion.com,17:32.2,13,17,109
amazon.in,17:32.3,13,17,110
youtube.com,17:32.4,13,17,14
hm.com,17:32.5,13,17,14
it.wikipedia.org,17:32.6,13,17,34
bestbuy.com,17:32.6,13,17,35
flipkart.com,17:32.7,13,17,245
mail.yahoo.com,17:32.9,13,17,Request timed out
twitter.com,17:36.6,13,17,44
ja.wikipedia.org,17:36.7,13,17,33
britannica.com,17:36.8,13,17,Request timed out
espncricinfo.com,17:40.6,13,17,Request timed out
ndtv.com,17:44.6,13,17,13
adobe.com,17:44.6,13,17,4
dailymotion.com,17:44.7,13,17,109
onet.pl,17:44.8,13,17,3
kinopoisk.ru,17:44.8,13,17,156
onet.pl,17:45.1,13,17,3
espn.com,17:45.2,13,17,3
medlineplus.gov,17:45.2,13,17,4
cricbuzz.com,17:45.2,13,17,254
medlineplus.gov,17:45.4,13,17,4
espncricinfo.com,17:45.5,13,17,Request timed out
fr.wikipedia.org,17:49.1,13,17,33
microsoft.com,17:49.2,13,17,Request timed out
adobe.com,17:53.1,13,17,4
aliexpress.com,17:53.2,13,17,116
craigslist.org,17:53.3,13,17,32
ebay.co.uk,17:53.3,13,17,Request timed out
milliyet.com.tr,17:57.1,13,17,208
cambridge.org,17:57.4,13,17,14
homedepot.com,17:57.4,13,17,14
hotstar.com,17:57.4,13,17,4
indeed.com,17:57.5,13,17,14
ikea.com,17:57.5,13,17,14
nih.gov,17:57.6,13,17,Request timed out
hm.com,18:01.1,13,17,14
ebay.co.uk,18:01.2,13,17,Request timed out
india.com,18:05.1,13,17,14
mercadolivre.com.br,18:05.2,13,17,4
byjus.com,18:05.2,13,17,14
dailymail.co.uk,18:05.2,13,17,15
clevelandclinic.org,18:05.3,13,17,27
twitter.com,18:05.3,13,17,40
booking.com,18:05.4,13,17,Request timed out
onet.pl,18:09.1,13,17,4
ebay.com,18:09.2,13,17,Request timed out
mercadolivre.com.br,18:13.1,13,17,5
ebay.co.uk,18:13.2,13,17,Request timed out
medlineplus.gov,18:17.1,13,17,7
naver.com,18:17.2,13,17,Request timed out
onet.pl,18:21.1,13,17,4
fr.wikipedia.org,18:21.1,13,17,33
aliexpress.com,18:21.2,13,17,116
nih.gov,18:21.3,13,17,Request timed out
ebay.com,18:25.1,13,17,Request timed out
ebay.co.uk,18:29.1,13,17,Request timed out
collinsdictionary.com,18:33.1,13,17,14
mayoclinic.org,18:33.2,13,17,Request timed out
cnn.com,18:37.1,13,17,4
ndtv.com,18:37.2,13,17,14
es.wikipedia.org,18:37.2,13,17,34
imdb.com,18:37.3,13,17,37
nike.com,18:37.3,13,17,4
omegle.com,18:37.4,13,17,15
fandom.com,18:37.4,13,17,6
ebay.com,18:37.4,13,17,Request timed out
gsmarena.com,18:41.1,13,17,134
bestbuy.com,18:41.3,13,17,35
india.com,18:41.3,13,17,14
milliyet.com.tr,18:41.4,13,17,162
mail.ru,18:41.6,13,17,216
hotstar.com,18:41.9,13,17,3
cricbuzz.com,18:41.9,13,17,254
brainly.co.id,18:42.2,13,17,14
dailymail.co.uk,18:42.2,13,17,15
youtube.com,18:42.3,13,17,14
naver.com,18:42.3,13,17,Request timed out
it.wikipedia.org,18:46.1,13,17,33
globo.com,18:46.2,13,17,143
investing.com,18:46.5,13,17,16
flipkart.com,18:46.5,13,17,254
investing.com,18:46.8,13,17,15
cambridge.org,18:46.9,13,17,14
ilovepdf.com,18:46.9,13,17,84
canva.com,18:47.0,13,17,81
brainly.co.id,18:47.1,13,17,68
merriam-webster.com,18:47.2,13,17,4
cnn.com,18:47.2,13,17,4
nih.gov,18:47.2,13,17,Request timed out
ikea.com,18:51.1,13,17,16
espncricinfo.com,18:51.2,13,17,Request timed out
mercadolivre.com.br,18:55.1,13,17,4
medlineplus.gov,18:55.1,13,17,4
canva.com,18:55.2,13,17,14
nytimes.com,18:55.3,13,17,5
byjus.com,18:55.3,13,17,13
brainly.co.id,18:55.4,13,17,15
dailymail.co.uk,18:55.4,13,17,14
mercadolivre.com.br,18:55.4,13,17,3
detik.com,18:55.4,13,17,239
omegle.com,18:55.7,13,17,14
dictionary.com,18:55.7,13,17,5
nike.com,18:55.7,13,17,4
facebook.com,18:55.7,13,17,4
mayoclinic.org,18:55.8,13,17,Request timed out
mercadolivre.com.br,18:59.6,13,17,4
fr.wikipedia.org,18:59.6,13,17,34
onet.pl,18:59.7,13,17,4
kompas.com,18:59.7,13,17,Request timed out
es.wikipedia.org,19:03.6,13,17,33
adobe.com,19:03.7,13,17,6
youtube.com,19:03.7,13,17,13
homedepot.com,19:03.7,13,17,14
it.wikipedia.org,19:03.8,13,17,32
amazon.co.jp,19:03.8,13,17,56
medicalnewstoday.com,19:03.9,13,17,4
clevelandclinic.org,19:04.0,13,17,29
naver.com,19:04.0,13,17,Request timed out
apple.com,19:07.6,13,17,5
id.wikipedia.org,19:07.6,13,17,32
espncricinfo.com,19:07.7,13,17,Request timed out
microsoft.com,19:11.6,13,17,Request timed out
indiamart.com,19:15.6,13,17,15
google.com,19:15.7,13,17,15
google.com,19:15.7,13,17,15
ar.wikipedia.org,19:15.8,13,17,34
nl.wikipedia.org,19:15.8,13,17,33
en.wikipedia.org,19:15.9,13,17,32
clevelandclinic.org,19:15.9,13,17,30
cambridge.org,19:16.0,13,17,13
mercadolivre.com.br,19:16.0,13,17,3
milliyet.com.tr,19:16.0,13,17,159
nl.wikipedia.org,19:16.2,13,17,33
twitter.com,19:16.2,13,17,40
de.wikipedia.org,19:16.3,13,17,33
marca.com,19:16.3,13,17,110
ebay.com,19:16.5,13,17,Request timed out
imdb.com,19:20.1,13,17,94
gsmarena.com,19:20.2,13,17,184
as.com,19:20.4,13,17,13
mayoclinic.org,19:20.5,13,17,Request timed out
etsy.com,19:24.1,13,17,3
americanas.com.br,19:24.2,13,17,Request timed out
amazon.com,19:28.1,13,17,35
naver.com,19:28.2,13,17,Request timed out
byjus.com,19:32.1,13,17,15
clevelandclinic.org,19:32.2,13,17,30
linkedin.com,19:32.2,13,17,5
amazon.co.jp,19:32.3,13,17,61
ikea.com,19:32.3,13,17,14
amazon.it,19:32.4,13,17,113
kompas.com,19:32.5,13,17,Request timed out
dailymotion.com,19:36.1,13,17,166
collinsdictionary.com,19:36.3,13,17,15
nytimes.com,19:36.4,13,17,5
fandom.com,19:36.4,13,17,6
en.wikipedia.org,19:36.5,13,17,126
live.com,19:36.6,13,17,4
allegro.pl,19:36.7,13,17,142
instagram.com,19:36.8,13,17,4
imdb.com,19:36.9,13,17,128
medlineplus.gov,19:37.0,13,17,4
canva.com,19:37.0,13,17,14
hm.com,19:37.1,13,17,13
ar.wikipedia.org,19:37.3,13,17,122
instagram.com,19:37.4,13,17,4
ja.wikipedia.org,19:37.4,13,17,144
indeed.com,19:37.6,13,17,13
merriam-webster.com,19:37.7,13,17,102
magazineluiza.com.br,19:38.0,13,17,10
fandom.com,19:38.2,13,17,4
magazineluiza.com.br,19:38.2,13,17,3
fr.wikipedia.org,19:38.2,13,17,33
brainly.co.id,19:38.3,13,17,15
goal.com,19:38.3,13,17,Request timed out
ebay.co.uk,19:42.1,13,17,Request timed out
google.com,19:46.1,13,17,14
nike.com,19:46.2,13,17,5
de.wikipedia.org,19:46.2,13,17,33
apple.com,19:46.3,13,17,3
collinsdictionary.com,19:46.3,13,17,81
imdb.com,19:46.4,13,17,139
kinopoisk.ru,19:46.6,13,17,157
fandom.com,19:47.0,13,17,5
medicalnewstoday.com,19:47.1,13,17,4
cnn.com,19:47.1,13,17,6
allegro.pl,19:47.1,13,17,143
youtube.com,19:47.3,13,17,14
canva.com,19:47.3,13,17,15
ilovepdf.com,19:47.4,13,17,14
ilovepdf.com,19:47.4,13,17,14
medlineplus.gov,19:47.4,13,17,5
merriam-webster.com,19:47.5,13,17,6
pinterest.com,19:47.5,13,17,5
nytimes.com,19:47.5,13,17,6
allegro.pl,19:47.5,13,17,143
amazon.co.uk,19:47.7,13,17,112
amazon.de,19:47.8,13,17,110
indeed.com,19:48.0,13,17,13
kinopoisk.ru,19:48.0,13,17,157
merriam-webster.com,19:48.2,13,17,4
cnn.com,19:48.2,13,17,4
imdb.com,19:48.2,13,17,36
mayoclinic.org,19:48.3,13,17,Request timed out
ikea.com,19:52.1,13,17,14
en.wikipedia.org,19:52.2,13,17,33
ikea.com,19:52.2,13,17,14
hurriyet.com.tr,19:52.3,13,17,160
hepsiburada.com,19:52.5,13,17,152
mercadolivre.com.br,19:52.6,13,17,4
amazon.in,19:52.7,13,17,110
amazon.fr,19:52.9,13,17,109
cnn.com,19:53.0,13,17,4
marca.com,19:53.0,13,17,109
mercadolivre.com.br,19:53.2,13,17,5
pinterest.com,19:53.2,13,17,3
amazon.co.uk,19:53.2,13,17,111
ebay.com,19:53.3,13,17,Request timed out
amazon.es,19:57.1,13,17,113
finance.yahoo.com,19:57.4,13,17,Request timed out
ebay.co.uk,20:01.1,13,17,Request timed out
investopedia.com,20:05.1,13,17,4
india.com,20:05.2,13,17,13
cookpad.com,20:05.2,13,17,4
linkedin.com,20:05.3,13,17,5
dailymail.co.uk,20:05.3,13,17,13
espncricinfo.com,20:05.4,13,17,Request timed out
canva.com,20:09.1,13,17,14
healthline.com,20:09.2,13,17,4
investing.com,20:09.2,13,17,14
canva.com,20:09.2,13,17,14
amazon.it,20:09.3,13,17,113
merriam-webster.com,20:09.4,13,17,4
imdb.com,20:09.5,13,17,38
nih.gov,20:09.5,13,17,Request timed out
espncricinfo.com,20:13.1,13,17,Request timed out
linkedin.com,20:17.1,13,17,4
flipkart.com,20:17.2,13,17,244
fandom.com,20:17.5,13,17,5
google.com,20:17.5,13,17,14
mail.ru,20:17.5,13,17,197
merriam-webster.com,20:17.7,13,17,6
accuweather.com,20:17.8,13,17,26
americanas.com.br,20:17.9,13,17,Request timed out
imdb.com,20:21.6,13,17,36
hm.com,20:21.7,13,17,13
amazon.co.uk,20:21.8,13,17,112
amazon.com,20:21.9,13,17,35
mail.ru,20:21.9,13,17,197
goal.com,20:22.2,13,17,Request timed out
healthline.com,20:26.1,13,17,5
booking.com,20:26.1,13,17,Request timed out
google.com,20:30.1,13,17,16
booking.com,20:30.2,13,17,Request timed out
brainly.co.id,20:34.1,13,17,15
onet.pl,20:34.2,13,17,4
allegro.pl,20:34.2,13,17,144
live.com,20:34.4,13,17,5
fr.wikipedia.org,20:34.4,13,17,35
microsoft.com,20:34.5,13,17,Request timed out
kompas.com,20:38.1,13,17,Request timed out
id.wikipedia.org,20:42.1,13,17,34
allegro.pl,20:42.2,13,17,143
aliexpress.com,20:42.3,13,17,114
