Domain,StartTime,StartDay,StartHour,PingOutput
cambridge.org,27:49.0,16,7,12
as.com,27:49.0,16,7,4
amazon.in,27:49.0,16,7,111
ar.wikipedia.org,27:49.2,16,7,34
es.wikipedia.org,27:49.2,16,7,34
ndtv.com,27:49.3,16,7,5
cookpad.com,27:49.3,16,7,4
indeed.com,27:49.3,16,7,14
bbc.co.uk,27:49.4,16,7,3
mail.yahoo.com,27:49.4,16,7,Request timed out
brainly.co.id,27:53.4,16,7,13
dictionary.com,27:53.4,16,7,4
mail.yahoo.com,27:53.4,16,7,Request timed out
medicalnewstoday.com,27:57.4,16,7,3
detik.com,27:57.4,16,7,Request timed out
ebay.co.uk,28:01.3,16,7,Request timed out
canva.com,28:05.4,16,7,13
dailymotion.com,28:05.4,16,7,105
it.wikipedia.org,28:05.5,16,7,34
amazon.co.jp,28:05.6,16,7,56
collinsdictionary.com,28:05.8,16,7,12
hepsiburada.com,28:05.9,16,7,149
hurriyet.com.tr,28:06.0,16,7,158
indiatimes.com,28:06.2,16,7,6
es.wikipedia.org,28:06.2,16,7,36
flipkart.com,28:06.3,16,7,240
globo.com,28:06.6,16,7,142
fandom.com,28:06.9,16,7,4
milliyet.com.tr,28:06.9,16,7,159
amazon.de,28:07.1,16,7,110
ilovepdf.com,28:07.2,16,7,15
indiatimes.com,28:07.2,16,7,4
dailymail.co.uk,28:07.2,16,7,6
amazon.in,28:07.3,16,7,110
espncricinfo.com,28:07.4,16,7,Request timed out
it.wikipedia.org,28:11.3,16,7,35
amazon.co.jp,28:11.4,16,7,56
bbc.com,28:11.5,16,7,5
en.wikipedia.org,28:11.5,16,7,35
amazon.es,28:11.5,16,7,121
apple.com,28:11.7,16,7,3
cdc.gov,28:11.7,16,7,Request timed out
adobe.com,28:15.4,16,7,5
microsoft.com,28:15.4,16,7,Request timed out
allegro.pl,28:19.4,16,7,137
dictionary.com,28:19.5,16,7,4
ikea.com,28:19.5,16,7,14
mercadolivre.com.br,28:19.6,16,7,3
nl.wikipedia.org,28:19.6,16,7,34
investopedia.com,28:19.7,16,7,5
cnn.com,28:19.7,16,7,3
ndtv.com,28:19.7,16,7,5
mail.ru,28:19.8,16,7,202
nih.gov,28:20.1,16,7,Request timed out
brainly.co.id,28:23.9,16,7,13
onet.pl,28:23.9,16,7,4
amazon.in,28:23.9,16,7,110
dailymotion.com,28:24.0,16,7,106
amazon.com,28:24.2,16,7,37
ar.wikipedia.org,28:24.2,16,7,34
onet.pl,28:24.3,16,7,3
nih.gov,28:24.3,16,7,Request timed out
live.com,28:27.9,16,7,4
investopedia.com,28:27.9,16,7,5
hepsiburada.com,28:27.9,16,7,150
collinsdictionary.com,28:28.1,16,7,13
en.wikipedia.org,28:28.1,16,7,36
india.com,28:28.1,16,7,5
amazon.in,28:28.2,16,7,110
facebook.com,28:28.3,16,7,4
cricbuzz.com,28:28.3,16,7,252
craigslist.org,28:28.6,16,7,30
espncricinfo.com,28:28.7,16,7,Request timed out
as.com,28:32.4,16,7,5
ja.wikipedia.org,28:32.4,16,7,34
detik.com,28:32.5,16,7,264
adobe.com,28:32.7,16,7,5
hm.com,28:32.8,16,7,5
amazon.co.jp,28:32.8,16,7,56
amazon.in,28:32.8,16,7,110
byjus.com,28:33.0,16,7,13
fr.wikipedia.org,28:33.0,16,7,35
amazon.it,28:33.0,16,7,109
